Bundle Title,FinalPrice (€),Duration (days),Expected Sales,Forecasted Revenue (€)
"Michael Kors γυναικεία crossbody τσάντα με all-over logo letter print Εκρού ONE SIZE + Guess γυναικεία τσάντα tote μονόχρωμη με all-over 4G contrast logo print ""Vikky"" Καφέ ONE SIZE",294.52,0,0,0.0
"Michael Kors γυναικεία crossbody τσάντα με all-over logo letter print Εκρού ONE SIZE + Valentino γυναικεία τσάντα crossbody μονόχρωμη με μεταλλικό λογότυπο ""Copacabana S"" Μαύρο ONE SIZE",274.29,0,0,0.0
"Dragon Diffusion γυναικεία τσάντα χειρός ""Santa Croce Bag Big""  Πράσινο ONE SIZE + Guess γυναικεία τσάντα tote μονόχρωμη με all-over 4G contrast logo print ""Vikky"" Καφέ ONE SIZE",436.39,0,0,0.0
"Dragon Diffusion γυναικεία τσάντα χειρός ""Santa Croce Bag Big""  Πράσινο ONE SIZE + Valentino γυναικεία τσάντα crossbody μονόχρωμη με μεταλλικό λογότυπο ""Copacabana S"" Μαύρο ONE SIZE",416.16,0,0,0.0
"Guess γυναικεία τσάντα tote μονόχρωμη με all-over 4G contrast logo print ""Vikky"" Καφέ ONE SIZE + Valentino γυναικεία τσάντα crossbody μονόχρωμη με μεταλλικό λογότυπο ""Copacabana S"" Μαύρο ONE SIZE",209.27,0,0,0.0
"Lacoste ανδρικά δερμάτινα sneakers μονόχρωμα με ανάγλυφη λεπτομέρεια στο πλάι ""Carnaby Evo"" Nude 43 + Converse γυναικεία sneakers ""Chuck Taylor All Star Lift Platform'' Φούξια 37",121.55,0,0,0.0
"Lacoste ανδρικά δερμάτινα sneakers μονόχρωμα με ανάγλυφη λεπτομέρεια στο πλάι ""Carnaby Evo"" Nude 43 + Lacoste γυναικεία sneakers μονόχρωμα με κεντημένη λεπτομέρεια πίσω ""L.12.12"" Πορτοκαλί 37",95.2,0,0,0.0
"Lacoste ανδρικά δερμάτινα sneakers μονόχρωμα με ανάγλυφη λεπτομέρεια στο πλάι ""Carnaby Evo"" Nude 43 + Gant γυναικεία παπούτσια πάνινα slip on Ροζ 36",74.8,0,0,0.0
"Lacoste ανδρικά δερμάτινα sneakers μονόχρωμα με ανάγλυφη λεπτομέρεια στο πλάι ""Carnaby Evo"" Nude 43 + Lacoste γυναικεία δερμάτινα sneakers ""Powercourt"" Λευκό 39",142.93,0,0,0.0
"Lacoste ανδρικά δερμάτινα sneakers μονόχρωμα με ανάγλυφη λεπτομέρεια στο πλάι ""Carnaby Evo"" Nude 43 + Lacoste γυναικεία sneakers μονόχρωμα με κεντημένη λεπτομέρεια πίσω ""L.12.12"" Πορτοκαλί 39",95.2,0,0,0.0
"Lacoste ανδρικά δερμάτινα sneakers μονόχρωμα με ανάγλυφη λεπτομέρεια στο πλάι ""Carnaby Evo"" Nude 43 + Guess γυναικεία sneakers μονόχρωμα με ανάγλυφο λογότυπο ""Brecky 4"" Λευκό 40",159.8,0,0,0.0
"Lacoste ανδρικά δερμάτινα sneakers μονόχρωμα με ανάγλυφη λεπτομέρεια στο πλάι ""Carnaby Evo"" Nude 43 + Lacoste γυναικεία midi φούστα πλισέ με καρό print Λευκό 42",119.0,0,0,0.0
"Lacoste ανδρικά δερμάτινα sneakers μονόχρωμα με ανάγλυφη λεπτομέρεια στο πλάι ""Carnaby Evo"" Nude 43 + BCBGMAXAZRIA γυναικεία σατέν παντελόνα με ελαστική μέση Σομον 44",129.2,0,0,0.0
"Lacoste ανδρικά δερμάτινα sneakers μονόχρωμα με ανάγλυφη λεπτομέρεια στο πλάι ""Carnaby Evo"" Nude 43 + Ugg γυναικεία mules suede ""Spring Cottage Clog"" Ταμπά 39",172.55,0,0,0.0
"Converse γυναικεία sneakers ""Chuck Taylor All Star Lift Platform'' Φούξια 37 + Lacoste γυναικεία sneakers μονόχρωμα με κεντημένη λεπτομέρεια πίσω ""L.12.12"" Πορτοκαλί 37",118.15,0,0,0.0
"Converse γυναικεία sneakers ""Chuck Taylor All Star Lift Platform'' Φούξια 37 + Gant γυναικεία παπούτσια πάνινα slip on Ροζ 36",97.75,0,0,0.0
"Converse γυναικεία sneakers ""Chuck Taylor All Star Lift Platform'' Φούξια 37 + Lacoste γυναικεία δερμάτινα sneakers ""Powercourt"" Λευκό 39",165.88,0,0,0.0
"Converse γυναικεία sneakers ""Chuck Taylor All Star Lift Platform'' Φούξια 37 + Lacoste γυναικεία sneakers μονόχρωμα με κεντημένη λεπτομέρεια πίσω ""L.12.12"" Πορτοκαλί 39",118.15,0,0,0.0
"Converse γυναικεία sneakers ""Chuck Taylor All Star Lift Platform'' Φούξια 37 + Guess γυναικεία sneakers μονόχρωμα με ανάγλυφο λογότυπο ""Brecky 4"" Λευκό 40",182.75,0,0,0.0
"Converse γυναικεία sneakers ""Chuck Taylor All Star Lift Platform'' Φούξια 37 + Lacoste γυναικεία midi φούστα πλισέ με καρό print Λευκό 42",141.95,0,0,0.0
"Converse γυναικεία sneakers ""Chuck Taylor All Star Lift Platform'' Φούξια 37 + BCBGMAXAZRIA γυναικεία σατέν παντελόνα με ελαστική μέση Σομον 44",152.15,0,0,0.0
"Converse γυναικεία sneakers ""Chuck Taylor All Star Lift Platform'' Φούξια 37 + Ugg γυναικεία mules suede ""Spring Cottage Clog"" Ταμπά 39",195.5,0,0,0.0
"Lacoste γυναικεία sneakers μονόχρωμα με κεντημένη λεπτομέρεια πίσω ""L.12.12"" Πορτοκαλί 37 + Gant γυναικεία παπούτσια πάνινα slip on Ροζ 36",71.4,0,0,0.0
"Lacoste γυναικεία sneakers μονόχρωμα με κεντημένη λεπτομέρεια πίσω ""L.12.12"" Πορτοκαλί 37 + Lacoste γυναικεία δερμάτινα sneakers ""Powercourt"" Λευκό 39",139.53,0,0,0.0
"Lacoste γυναικεία sneakers μονόχρωμα με κεντημένη λεπτομέρεια πίσω ""L.12.12"" Πορτοκαλί 37 + Lacoste γυναικεία sneakers μονόχρωμα με κεντημένη λεπτομέρεια πίσω ""L.12.12"" Πορτοκαλί 39",91.8,0,0,0.0
"Lacoste γυναικεία sneakers μονόχρωμα με κεντημένη λεπτομέρεια πίσω ""L.12.12"" Πορτοκαλί 37 + Guess γυναικεία sneakers μονόχρωμα με ανάγλυφο λογότυπο ""Brecky 4"" Λευκό 40",156.4,0,0,0.0
"Lacoste γυναικεία sneakers μονόχρωμα με κεντημένη λεπτομέρεια πίσω ""L.12.12"" Πορτοκαλί 37 + Lacoste γυναικεία midi φούστα πλισέ με καρό print Λευκό 42",115.6,0,0,0.0
"Lacoste γυναικεία sneakers μονόχρωμα με κεντημένη λεπτομέρεια πίσω ""L.12.12"" Πορτοκαλί 37 + BCBGMAXAZRIA γυναικεία σατέν παντελόνα με ελαστική μέση Σομον 44",125.8,0,0,0.0
"Lacoste γυναικεία sneakers μονόχρωμα με κεντημένη λεπτομέρεια πίσω ""L.12.12"" Πορτοκαλί 37 + Ugg γυναικεία mules suede ""Spring Cottage Clog"" Ταμπά 39",169.15,0,0,0.0
"Gant γυναικεία παπούτσια πάνινα slip on Ροζ 36 + Lacoste γυναικεία δερμάτινα sneakers ""Powercourt"" Λευκό 39",119.13,0,0,0.0
"Gant γυναικεία παπούτσια πάνινα slip on Ροζ 36 + Lacoste γυναικεία sneakers μονόχρωμα με κεντημένη λεπτομέρεια πίσω ""L.12.12"" Πορτοκαλί 39",71.4,0,0,0.0
"Gant γυναικεία παπούτσια πάνινα slip on Ροζ 36 + Guess γυναικεία sneakers μονόχρωμα με ανάγλυφο λογότυπο ""Brecky 4"" Λευκό 40",136.0,0,0,0.0
Gant γυναικεία παπούτσια πάνινα slip on Ροζ 36 + Lacoste γυναικεία midi φούστα πλισέ με καρό print Λευκό 42,95.2,0,0,0.0
Gant γυναικεία παπούτσια πάνινα slip on Ροζ 36 + BCBGMAXAZRIA γυναικεία σατέν παντελόνα με ελαστική μέση Σομον 44,105.4,0,0,0.0
"Gant γυναικεία παπούτσια πάνινα slip on Ροζ 36 + Ugg γυναικεία mules suede ""Spring Cottage Clog"" Ταμπά 39",148.75,0,0,0.0
"Lacoste γυναικεία δερμάτινα sneakers ""Powercourt"" Λευκό 39 + Lacoste γυναικεία sneakers μονόχρωμα με κεντημένη λεπτομέρεια πίσω ""L.12.12"" Πορτοκαλί 39",139.53,0,0,0.0
"Lacoste γυναικεία δερμάτινα sneakers ""Powercourt"" Λευκό 39 + Guess γυναικεία sneakers μονόχρωμα με ανάγλυφο λογότυπο ""Brecky 4"" Λευκό 40",204.13,0,0,0.0
"Lacoste γυναικεία δερμάτινα sneakers ""Powercourt"" Λευκό 39 + Lacoste γυναικεία midi φούστα πλισέ με καρό print Λευκό 42",163.33,0,0,0.0
"Lacoste γυναικεία δερμάτινα sneakers ""Powercourt"" Λευκό 39 + BCBGMAXAZRIA γυναικεία σατέν παντελόνα με ελαστική μέση Σομον 44",173.53,0,0,0.0
"Lacoste γυναικεία δερμάτινα sneakers ""Powercourt"" Λευκό 39 + Ugg γυναικεία mules suede ""Spring Cottage Clog"" Ταμπά 39",216.88,0,0,0.0
"Lacoste γυναικεία sneakers μονόχρωμα με κεντημένη λεπτομέρεια πίσω ""L.12.12"" Πορτοκαλί 39 + Guess γυναικεία sneakers μονόχρωμα με ανάγλυφο λογότυπο ""Brecky 4"" Λευκό 40",156.4,0,0,0.0
"Lacoste γυναικεία sneakers μονόχρωμα με κεντημένη λεπτομέρεια πίσω ""L.12.12"" Πορτοκαλί 39 + Lacoste γυναικεία midi φούστα πλισέ με καρό print Λευκό 42",115.6,0,0,0.0
"Lacoste γυναικεία sneakers μονόχρωμα με κεντημένη λεπτομέρεια πίσω ""L.12.12"" Πορτοκαλί 39 + BCBGMAXAZRIA γυναικεία σατέν παντελόνα με ελαστική μέση Σομον 44",125.8,0,0,0.0
"Lacoste γυναικεία sneakers μονόχρωμα με κεντημένη λεπτομέρεια πίσω ""L.12.12"" Πορτοκαλί 39 + Ugg γυναικεία mules suede ""Spring Cottage Clog"" Ταμπά 39",169.15,0,0,0.0
"Guess γυναικεία sneakers μονόχρωμα με ανάγλυφο λογότυπο ""Brecky 4"" Λευκό 40 + Lacoste γυναικεία midi φούστα πλισέ με καρό print Λευκό 42",180.2,0,0,0.0
"Guess γυναικεία sneakers μονόχρωμα με ανάγλυφο λογότυπο ""Brecky 4"" Λευκό 40 + BCBGMAXAZRIA γυναικεία σατέν παντελόνα με ελαστική μέση Σομον 44",190.4,0,0,0.0
"Guess γυναικεία sneakers μονόχρωμα με ανάγλυφο λογότυπο ""Brecky 4"" Λευκό 40 + Ugg γυναικεία mules suede ""Spring Cottage Clog"" Ταμπά 39",233.75,0,0,0.0
Lacoste γυναικεία midi φούστα πλισέ με καρό print Λευκό 42 + BCBGMAXAZRIA γυναικεία σατέν παντελόνα με ελαστική μέση Σομον 44,149.6,0,0,0.0
"Lacoste γυναικεία midi φούστα πλισέ με καρό print Λευκό 42 + Ugg γυναικεία mules suede ""Spring Cottage Clog"" Ταμπά 39",192.95,0,0,0.0
"BCBGMAXAZRIA γυναικεία σατέν παντελόνα με ελαστική μέση Σομον 44 + Ugg γυναικεία mules suede ""Spring Cottage Clog"" Ταμπά 39",203.15,0,0,0.0
Mayoral παιδικό βαμβακερό σορτς μονόχρωμο με διακοσμητικά pom-pom Καμηλό 14Y + Name It παιδική βερμούδα μονόχρωμη με ελαστική μέση (2-14 ετών) Μπλε Σκούρο 8Y,23.57,0,0,0.0
Mayoral παιδικό βαμβακερό σορτς μονόχρωμο με διακοσμητικά pom-pom Καμηλό 14Y + Mayoral σετ παιδικό μαγιό με μπικίνι τοπ και σλιπ με βολάν (2 τεμάχια) Κόκκινο 12Y,34.38,0,0,0.0
Mayoral παιδικό βαμβακερό σορτς μονόχρωμο με διακοσμητικά pom-pom Καμηλό 14Y + Name It παιδικό T-shirt με print στο στήθος Regular Fit Μπλε Ανοιχτό 13-14Y,19.97,0,0,0.0
Mayoral παιδικό βαμβακερό σορτς μονόχρωμο με διακοσμητικά pom-pom Καμηλό 14Y + OVS παιδική μπλούζα μονόχρωμη βαμβακερή με sailboat print και lettering Πράσινο Ανοιχτό 5-6Y,18.13,0,0,0.0
Mayoral παιδικό βαμβακερό σορτς μονόχρωμο με διακοσμητικά pom-pom Καμηλό 14Y + Boboli βρεφικό σετ μπλούζα με κολάν (2 τεμάχια) Λευκό 12M,36.13,0,0,0.0
Mayoral παιδικό βαμβακερό σορτς μονόχρωμο με διακοσμητικά pom-pom Καμηλό 14Y + OVS παιδικό βαμβακερό T-shirt Πράσινο 5-6Y,17.24,0,0,0.0
Mayoral παιδικό βαμβακερό σορτς μονόχρωμο με διακοσμητικά pom-pom Καμηλό 14Y + OVS βρεφικό T-shirt μονόχρωμο βαμβακερό με βολάν στα μανίκια Φούξια 12-18M,17.24,0,0,0.0
Mayoral παιδικό βαμβακερό σορτς μονόχρωμο με διακοσμητικά pom-pom Καμηλό 14Y + OVS βρεφική μπλούζα βαμβακερή μονόχρωμη με ribbed τελείωμα Κίτρινο 12-18M,15.34,0,0,0.0
Mayoral παιδικό βαμβακερό σορτς μονόχρωμο με διακοσμητικά pom-pom Καμηλό 14Y + OVS βρεφική μπλούζα φούτερ βαμβακερή μονόχρωμη με βολάν στα μανίκια Κόκκινο 12-18M,19.93,0,0,0.0
Name It παιδική βερμούδα μονόχρωμη με ελαστική μέση (2-14 ετών) Μπλε Σκούρο 8Y + Mayoral σετ παιδικό μαγιό με μπικίνι τοπ και σλιπ με βολάν (2 τεμάχια) Κόκκινο 12Y,35.99,0,0,0.0
Name It παιδική βερμούδα μονόχρωμη με ελαστική μέση (2-14 ετών) Μπλε Σκούρο 8Y + Name It παιδικό T-shirt με print στο στήθος Regular Fit Μπλε Ανοιχτό 13-14Y,21.58,0,0,0.0
Name It παιδική βερμούδα μονόχρωμη με ελαστική μέση (2-14 ετών) Μπλε Σκούρο 8Y + OVS παιδική μπλούζα μονόχρωμη βαμβακερή με sailboat print και lettering Πράσινο Ανοιχτό 5-6Y,19.75,0,0,0.0
Name It παιδική βερμούδα μονόχρωμη με ελαστική μέση (2-14 ετών) Μπλε Σκούρο 8Y + Boboli βρεφικό σετ μπλούζα με κολάν (2 τεμάχια) Λευκό 12M,37.75,0,0,0.0
Name It παιδική βερμούδα μονόχρωμη με ελαστική μέση (2-14 ετών) Μπλε Σκούρο 8Y + OVS παιδικό βαμβακερό T-shirt Πράσινο 5-6Y,18.94,0,0,0.0
Name It παιδική βερμούδα μονόχρωμη με ελαστική μέση (2-14 ετών) Μπλε Σκούρο 8Y + OVS βρεφικό T-shirt μονόχρωμο βαμβακερό με βολάν στα μανίκια Φούξια 12-18M,18.94,0,0,0.0
Name It παιδική βερμούδα μονόχρωμη με ελαστική μέση (2-14 ετών) Μπλε Σκούρο 8Y + OVS βρεφική μπλούζα βαμβακερή μονόχρωμη με ribbed τελείωμα Κίτρινο 12-18M,17.04,0,0,0.0
Name It παιδική βερμούδα μονόχρωμη με ελαστική μέση (2-14 ετών) Μπλε Σκούρο 8Y + OVS βρεφική μπλούζα φούτερ βαμβακερή μονόχρωμη με βολάν στα μανίκια Κόκκινο 12-18M,21.55,0,0,0.0
Mayoral σετ παιδικό μαγιό με μπικίνι τοπ και σλιπ με βολάν (2 τεμάχια) Κόκκινο 12Y + Name It παιδικό T-shirt με print στο στήθος Regular Fit Μπλε Ανοιχτό 13-14Y,32.39,0,0,0.0
Mayoral σετ παιδικό μαγιό με μπικίνι τοπ και σλιπ με βολάν (2 τεμάχια) Κόκκινο 12Y + OVS παιδική μπλούζα μονόχρωμη βαμβακερή με sailboat print και lettering Πράσινο Ανοιχτό 5-6Y,30.56,0,0,0.0
Mayoral σετ παιδικό μαγιό με μπικίνι τοπ και σλιπ με βολάν (2 τεμάχια) Κόκκινο 12Y + Boboli βρεφικό σετ μπλούζα με κολάν (2 τεμάχια) Λευκό 12M,45.86,0,0,0.0
Mayoral σετ παιδικό μαγιό με μπικίνι τοπ και σλιπ με βολάν (2 τεμάχια) Κόκκινο 12Y + OVS παιδικό βαμβακερό T-shirt Πράσινο 5-6Y,28.75,0,0,0.0
Mayoral σετ παιδικό μαγιό με μπικίνι τοπ και σλιπ με βολάν (2 τεμάχια) Κόκκινο 12Y + OVS βρεφικό T-shirt μονόχρωμο βαμβακερό με βολάν στα μανίκια Φούξια 12-18M,28.75,0,0,0.0
Mayoral σετ παιδικό μαγιό με μπικίνι τοπ και σλιπ με βολάν (2 τεμάχια) Κόκκινο 12Y + OVS βρεφική μπλούζα βαμβακερή μονόχρωμη με ribbed τελείωμα Κίτρινο 12-18M,26.95,0,0,0.0
Mayoral σετ παιδικό μαγιό με μπικίνι τοπ και σλιπ με βολάν (2 τεμάχια) Κόκκινο 12Y + OVS βρεφική μπλούζα φούτερ βαμβακερή μονόχρωμη με βολάν στα μανίκια Κόκκινο 12-18M,32.36,0,0,0.0
Name It παιδικό T-shirt με print στο στήθος Regular Fit Μπλε Ανοιχτό 13-14Y + OVS παιδική μπλούζα μονόχρωμη βαμβακερή με sailboat print και lettering Πράσινο Ανοιχτό 5-6Y,17.04,0,0,0.0
Name It παιδικό T-shirt με print στο στήθος Regular Fit Μπλε Ανοιχτό 13-14Y + Boboli βρεφικό σετ μπλούζα με κολάν (2 τεμάχια) Λευκό 12M,34.15,0,0,0.0
Name It παιδικό T-shirt με print στο στήθος Regular Fit Μπλε Ανοιχτό 13-14Y + OVS παιδικό βαμβακερό T-shirt Πράσινο 5-6Y,15.14,0,0,0.0
Name It παιδικό T-shirt με print στο στήθος Regular Fit Μπλε Ανοιχτό 13-14Y + OVS βρεφικό T-shirt μονόχρωμο βαμβακερό με βολάν στα μανίκια Φούξια 12-18M,15.14,0,0,0.0
Name It παιδικό T-shirt με print στο στήθος Regular Fit Μπλε Ανοιχτό 13-14Y + OVS βρεφική μπλούζα βαμβακερή μονόχρωμη με ribbed τελείωμα Κίτρινο 12-18M,13.24,0,0,0.0
Name It παιδικό T-shirt με print στο στήθος Regular Fit Μπλε Ανοιχτό 13-14Y + OVS βρεφική μπλούζα φούτερ βαμβακερή μονόχρωμη με βολάν στα μανίκια Κόκκινο 12-18M,18.94,0,0,0.0
OVS παιδική μπλούζα μονόχρωμη βαμβακερή με sailboat print και lettering Πράσινο Ανοιχτό 5-6Y + Boboli βρεφικό σετ μπλούζα με κολάν (2 τεμάχια) Λευκό 12M,32.31,0,0,0.0
OVS παιδική μπλούζα μονόχρωμη βαμβακερή με sailboat print και lettering Πράσινο Ανοιχτό 5-6Y + OVS παιδικό βαμβακερό T-shirt Πράσινο 5-6Y,13.21,0,0,0.0
OVS παιδική μπλούζα μονόχρωμη βαμβακερή με sailboat print και lettering Πράσινο Ανοιχτό 5-6Y + OVS βρεφικό T-shirt μονόχρωμο βαμβακερό με βολάν στα μανίκια Φούξια 12-18M,13.21,0,0,0.0
OVS παιδική μπλούζα μονόχρωμη βαμβακερή με sailboat print και lettering Πράσινο Ανοιχτό 5-6Y + OVS βρεφική μπλούζα βαμβακερή μονόχρωμη με ribbed τελείωμα Κίτρινο 12-18M,11.3,0,0,0.0
OVS παιδική μπλούζα μονόχρωμη βαμβακερή με sailboat print και lettering Πράσινο Ανοιχτό 5-6Y + OVS βρεφική μπλούζα φούτερ βαμβακερή μονόχρωμη με βολάν στα μανίκια Κόκκινο 12-18M,17.0,0,0,0.0
Boboli βρεφικό σετ μπλούζα με κολάν (2 τεμάχια) Λευκό 12M + OVS παιδικό βαμβακερό T-shirt Πράσινο 5-6Y,30.51,0,0,0.0
Boboli βρεφικό σετ μπλούζα με κολάν (2 τεμάχια) Λευκό 12M + OVS βρεφικό T-shirt μονόχρωμο βαμβακερό με βολάν στα μανίκια Φούξια 12-18M,30.51,0,0,0.0
Boboli βρεφικό σετ μπλούζα με κολάν (2 τεμάχια) Λευκό 12M + OVS βρεφική μπλούζα βαμβακερή μονόχρωμη με ribbed τελείωμα Κίτρινο 12-18M,28.71,0,0,0.0
Boboli βρεφικό σετ μπλούζα με κολάν (2 τεμάχια) Λευκό 12M + OVS βρεφική μπλούζα φούτερ βαμβακερή μονόχρωμη με βολάν στα μανίκια Κόκκινο 12-18M,34.11,0,0,0.0
OVS παιδικό βαμβακερό T-shirt Πράσινο 5-6Y + OVS βρεφικό T-shirt μονόχρωμο βαμβακερό με βολάν στα μανίκια Φούξια 12-18M,11.3,0,0,0.0
OVS παιδικό βαμβακερό T-shirt Πράσινο 5-6Y + OVS βρεφική μπλούζα βαμβακερή μονόχρωμη με ribbed τελείωμα Κίτρινο 12-18M,9.4,0,0,0.0
OVS παιδικό βαμβακερό T-shirt Πράσινο 5-6Y + OVS βρεφική μπλούζα φούτερ βαμβακερή μονόχρωμη με βολάν στα μανίκια Κόκκινο 12-18M,15.1,0,0,0.0
OVS βρεφικό T-shirt μονόχρωμο βαμβακερό με βολάν στα μανίκια Φούξια 12-18M + OVS βρεφική μπλούζα βαμβακερή μονόχρωμη με ribbed τελείωμα Κίτρινο 12-18M,9.4,0,0,0.0
OVS βρεφικό T-shirt μονόχρωμο βαμβακερό με βολάν στα μανίκια Φούξια 12-18M + OVS βρεφική μπλούζα φούτερ βαμβακερή μονόχρωμη με βολάν στα μανίκια Κόκκινο 12-18M,15.1,0,0,0.0
OVS βρεφική μπλούζα βαμβακερή μονόχρωμη με ribbed τελείωμα Κίτρινο 12-18M + OVS βρεφική μπλούζα φούτερ βαμβακερή μονόχρωμη με βολάν στα μανίκια Κόκκινο 12-18M,13.2,0,0,0.0
